preference_key,movie_title,star_cast,rating,year,place,vote,link
5,Your Name,"Makoto Shinkai (dir.), Ryûnosuke Kamiki, Mone Kamishiraishi",8.274196078320845,2016,85,,/title/tt5311514/
1,Cantando bajo la lluvia,"Stanley Donen (dir.), Gene Kelly, Donald O'Connor",8.273866695104179,1952,86,,/title/tt0045152/
2,3 Idiots,"Rajkumar Hirani (dir.), Aamir Khan, Madhavan",8.268671257157067,2009,87,,/title/tt1187043/
3,El regreso del Jedi,"Richard Marquand (dir.), Mark Hamill, Harrison Ford",8.268115214641872,1983,88,,/title/tt0086190/
4,2001: odisea del espacio,"Stanley Kubrick (dir.), Keir Dullea, Gary Lockwood",8.265469833966906,1968,89,,/title/tt0062622/
5,Perros de reserva,"Quentin Tarantino (dir.), Harvey Keitel, Tim Roth",8.264687787888274,1992,90,,/title/tt0105236/
1,Eterno resplandor de una mente sin recuerdos,"Michel Gondry (dir.), Jim Carrey, Kate Winslet",8.264666923134305,2004,91,,/title/tt0338013/
2,Cielo e infierno,"Akira Kurosawa (dir.), Toshirô Mifune, Yutaka Sada",8.26291847235044,1963,92,,/title/tt0057565/
3,Cafarnaúm: la ciudad olvidada,"Nadine Labaki (dir.), Zain Al Rafeea, Yordanos Shiferaw",8.25849260351141,2018,93,,/title/tt8267604/
4,El ciudadano Kane,"Orson Welles (dir.), Orson Welles, Joseph Cotten",8.25802834670041,1941,94,,/title/tt0033467/
5,Lawrence de Arabia,"David Lean (dir.), Peter O'Toole, Alec Guinness",8.25654441802168,1962,95,,/title/tt0056172/
1,Jagten,"Thomas Vinterberg (dir.), Mads Mikkelsen, Thomas Bo Larsen",8.254906354510636,2012,96,,/title/tt2106476/
2,Intriga internacional,"Alfred Hitchcock (dir.), Cary Grant, Eva Marie Saint",8.253964719768094,1959,97,,/title/tt0053125/
3,M el maldito,"Fritz Lang (dir.), Peter Lorre, Ellen Widmann",8.253913108828351,1931,98,,/title/tt0022100/
4,De entre los muertos,"Alfred Hitchcock (dir.), James Stewart, Kim Novak",8.24811858484804,1958,99,,/title/tt0052357/
5, Amelie,"Jean-Pierre Jeunet (dir.), Audrey Tautou, Mathieu Kassovitz",8.24633918405838,2001,10,,/title/tt0211915/
1,Naranja mecánica,"Stanley Kubrick (dir.), Malcolm McDowell, Patrick Magee",8.244844700103648,1971,101,,/title/tt0066921/
2,Ven y mira,"Elem Klimov (dir.), Aleksey Kravchenko, Olga Mironova",8.24347294139033,1985,102,,/title/tt0091251/
3,Cara de guerra,"Stanley Kubrick (dir.), Matthew Modine, R. Lee Ermey",8.240247027717027,1987,103,,/title/tt0093058/
4,Pacto de sangre,"Billy Wilder (dir.), Fred MacMurray, Barbara Stanwyck",8.237984770639358,1944,104,,/title/tt0036775/
5,Piso de soltero,"Billy Wilder (dir.), Jack Lemmon, Shirley MacLaine",8.237157888254748,1960,105,,/title/tt0053604/
1,Caracortada,"Brian De Palma (dir.), Al Pacino, Michelle Pfeiffer",8.235097552936494,1983,106,,/title/tt0086250/
2,Ikiru - Vivir,"Akira Kurosawa (dir.), Takashi Shimura, Nobuo Kaneko",8.23033072240969,1952,107,,/title/tt0044741/
3,El golpe,"George Roy Hill (dir.), Paul Newman, Robert Redford",8.229083913456952,1973,108,,/title/tt0070735/
4,Matar a un ruiseñor,"Robert Mulligan (dir.), Gregory Peck, John Megna",8.228977171269548,1962,109,,/title/tt0056592/
5,Taxi Driver,"Martin Scorsese (dir.), Robert De Niro, Jodie Foster",8.228255297773554,1976,110,,/title/tt0075314/
1,Los Ángeles al desnudo,"Curtis Hanson (dir.), Kevin Spacey, Russell Crowe",8.225028289832144,1997,111,,/title/tt0119488/
2,"Up, una aventura de altura","Pete Docter (dir.), Edward Asner, Jordan Nagai",8.22430358387531,2009,112,,/title/tt1049413/
3,Fuego contra fuego,"Michael Mann (dir.), Al Pacino, Robert De Niro",8.223145984934783,1995,113,,/title/tt0113277/
4,Hamilton,"Thomas Kail (dir.), Lin-Manuel Miranda, Phillipa Soo",8.221701931790301,2020,114,,/title/tt8503618/
5,Metrópolis,"Fritz Lang (dir.), Brigitte Helm, Alfred Abel",8.220988153950708,1927,115,,/title/tt0017136/
1,Una separación,"Asghar Farhadi (dir.), Payman Maadi, Leila Hatami",8.22059051981237,2011,116,,/title/tt1832382/
2,Snatch: Cerdos y diamantes,"Guy Ritchie (dir.), Jason Statham, Brad Pitt",8.220534325768725,2000,117,,/title/tt0208092/
3,Duro de matar,"John McTiernan (dir.), Bruce Willis, Alan Rickman",8.220331848655613,1988,118,,/title/tt0095016/
4,La mujer que cantaba,"Denis Villeneuve (dir.), Lubna Azabal, Mélissa Désormeaux-Poulin",8.219475310315334,2010,119,,/title/tt1255953/
5,Indiana Jones y la última cruzada,"Steven Spielberg (dir.), Harrison Ford, Sean Connery",8.218443760542476,1989,120,,/title/tt0097576/
1,Ladrones de bicicletas,"Vittorio De Sica (dir.), Lamberto Maggiorani, Enzo Staiola",8.217611139642763,1948,121,,/title/tt0040522/
2,Spider-Man: sin camino a casa,"Jon Watts (dir.), Tom Holland, Zendaya",8.215586314442758,2021,122,,/title/tt10872600/
3,1917,"Sam Mendes (dir.), Dean-Charles Chapman, George MacKay",8.21226407486807,2019,123,,/title/tt8579674/
4,Like stars on Earth,"Aamir Khan (dir.), Darsheel Safary, Aamir Khan",8.205901478653384,2007,124,,/title/tt0986264/
5,La caída,"Oliver Hirschbiegel (dir.), Bruno Ganz, Alexandra Maria Lara",8.204672112364067,2004,125,,/title/tt0363163/
1,Por unos dólares más,"Sergio Leone (dir.), Clint Eastwood, Lee Van Cleef",8.203443719657333,1965,126,,/title/tt0059578/
2,Batman inicia,"Christopher Nolan (dir.), Christian Bale, Michael Caine",8.202279989977239,2005,127,,/title/tt0372784/
3,Dangal,"Nitesh Tiwari (dir.), Aamir Khan, Sakshi Tanwar",8.197711948369887,2016,128,,/title/tt5074352/
4,El chiquillo,"Charles Chaplin (dir.), Charles Chaplin, Edna Purviance",8.194457194511934,1921,129,,/title/tt0012349/
5,Una Eva y dos Adanes,"Billy Wilder (dir.), Marilyn Monroe, Tony Curtis",8.191466724313054,1959,130,,/title/tt0053291/
1,Everything Everywhere All at Once,"Dan Kwan (dir.), Michelle Yeoh, Stephanie Hsu",8.19036138300665,2022,131,,/title/tt6710474/
2,El Padre,"Florian Zeller (dir.), Anthony Hopkins, Olivia Colman",8.18286381504588,2020,132,,/title/tt10272386/
3,La malvada,"Joseph L. Mankiewicz (dir.), Bette Davis, Anne Baxter",8.180114063909304,1950,133,,/title/tt0042192/
4,Green Book: Una amistad sin fronteras,"Peter Farrelly (dir.), Viggo Mortensen, Mahershala Ali",8.17436239697278,2018,134,,/title/tt6966692/
5,El lobo de Wall Street,"Martin Scorsese (dir.), Leonardo DiCaprio, Jonah Hill",8.171364451032543,2013,135,,/title/tt0993846/
1,Juicio en Nuremberg,"Stanley Kramer (dir.), Spencer Tracy, Burt Lancaster",8.16840473467633,1961,136,,/title/tt0055031/
2,Los imperdonables,"Clint Eastwood (dir.), Clint Eastwood, Gene Hackman",8.164676510702888,1992,137,,/title/tt0105695/
3,Casino,"Martin Scorsese (dir.), Robert De Niro, Sharon Stone",8.16371087155897,1995,138,,/title/tt0112641/
4,Ran,"Akira Kurosawa (dir.), Tatsuya Nakadai, Akira Terao",8.163689155819698,1985,139,,/title/tt0089881/
5,El laberinto del fauno,"Guillermo del Toro (dir.), Ivana Baquero, Ariadna Gil",8.163424405098255,2006,140,,/title/tt0457430/
1,Petróleo sangriento,"Paul Thomas Anderson (dir.), Daniel Day-Lewis, Paul Dano",8.15483411486185,2007,141,,/title/tt0469494/
2,El sexto sentido,"M. Night Shyamalan (dir.), Bruce Willis, Haley Joel Osment",8.153703384514676,1999,142,,/title/tt0167404/
3,Una mente brillante,"Ron Howard (dir.), Russell Crowe, Ed Harris",8.153150826586092,2001,143,,/title/tt0268978/
4,Monty Python and the Holy Grail,"Terry Gilliam (dir.), Graham Chapman, John Cleese",8.152845406499319,1975,144,,/title/tt0071853/
5,The Truman Show: Historia de una vida,"Peter Weir (dir.), Jim Carrey, Ed Harris",8.151607173732318,1998,145,,/title/tt0120382/
1,Yojimbo,"Akira Kurosawa (dir.), Toshirô Mifune, Eijirô Tôno",8.148998977556648,1961,146,,/title/tt0055630/
2,El tesoro de la Sierra Madre,"John Huston (dir.), Humphrey Bogart, Walter Huston",8.147952347398242,1948,147,,/title/tt0040897/
3,Rashomon,"Akira Kurosawa (dir.), Toshirô Mifune, Machiko Kyô",8.142774322159253,1950,148,,/title/tt0042876/
4,La isla siniestra,"Martin Scorsese (dir.), Leonardo DiCaprio, Emily Mortimer",8.142719979064546,2010,149,,/title/tt1130884/
5,El gran escape,"John Sturges (dir.), Steve McQueen, James Garner",8.142422564044093,1963,150,,/title/tt0057115/
1,Parque jurásico,"Steven Spielberg (dir.), Sam Neill, Laura Dern",8.140279160564267,1993,151,,/title/tt0107290/
2,Kill Bill Vol 1,"Quentin Tarantino (dir.), Uma Thurman, David Carradine",8.137316340224901,2003,152,,/title/tt0266697/
3,Sin lugar para los débiles,"Ethan Coen (dir.), Tommy Lee Jones, Javier Bardem",8.135343350534384,2007,153,,/title/tt0477348/
4,Buscando a Nemo,"Andrew Stanton (dir.), Albert Brooks, Ellen DeGeneres",8.131203880981069,2003,154,,/title/tt0266543/
5,El hombre elefante,"David Lynch (dir.), Anthony Hopkins, John Hurt",8.131078294454326,1980,155,,/title/tt0080678/
1,El toro salvaje,"Martin Scorsese (dir.), Robert De Niro, Cathy Moriarty",8.129951741917386,1980,156,,/title/tt0081398/
2,Barrio Chino,"Roman Polanski (dir.), Jack Nicholson, Faye Dunaway",8.12932770369215,1974,157,,/title/tt0071315/
3,Lo que el viento se llevó,"Victor Fleming (dir.), Clark Gable, Vivien Leigh",8.126981165136366,1939,158,,/title/tt0031381/
4,V de Venganza,"James McTeigue (dir.), Hugo Weaving, Natalie Portman",8.126092137641832,2005,159,,/title/tt0434409/
5,Intensa Mente,"Pete Docter (dir.), Amy Poehler, Bill Hader",8.124633185850103,2015,160,,/title/tt2096673/
1,La cosa del otro mundo,"John Carpenter (dir.), Kurt Russell, Wilford Brimley",8.124522227751505,1982,161,,/title/tt0084787/
2,"Juegos, trampas y dos armas humeantes","Guy Ritchie (dir.), Jason Flemyng, Dexter Fletcher",8.12349010004188,1998,162,,/title/tt0120735/
3,Con M de Muerte,"Alfred Hitchcock (dir.), Ray Milland, Grace Kelly",8.119124563994841,1954,163,,/title/tt0046912/
4,El secreto de sus ojos,"Juan José Campanella (dir.), Ricardo Darín, Soledad Villamil",8.117905027892272,2009,164,,/title/tt1305806/
5,El puente sobre el río Kwai,"David Lean (dir.), William Holden, Alec Guinness",8.1146004369739,1957,165,,/title/tt0050212/
1,El increíble castillo vagabundo,"Hayao Miyazaki (dir.), Chieko Baishô, Takuya Kimura",8.114316661694213,2004,166,,/title/tt0347149/
2,Tres anuncios por un crimen,"Martin McDonagh (dir.), Frances McDormand, Woody Harrelson",8.111656920549878,2017,167,,/title/tt5027774/
3,La vida en el abismo,"Danny Boyle (dir.), Ewan McGregor, Ewen Bremner",8.11160465625949,1996,168,,/title/tt0117951/
4,Gran Torino,"Clint Eastwood (dir.), Clint Eastwood, Bee Vang",8.105363857827456,2008,169,,/title/tt1205489/
5,La última pelea,"Gavin O'Connor (dir.), Tom Hardy, Nick Nolte",8.104984815405823,2011,170,,/title/tt1291584/
1,"Fargo, secuestro voluntario","Joel Coen (dir.), William H. Macy, Frances McDormand",8.103411847348667,1996,171,,/title/tt0116282/
2,Mi vecino Totoro,"Hayao Miyazaki (dir.), Hitoshi Takagi, Noriko Hidaka",8.095399085807898,1988,172,,/title/tt0096283/
3,Intriga,"Denis Villeneuve (dir.), Hugh Jackman, Jake Gyllenhaal",8.09483121422164,2013,173,,/title/tt1392214/
4,Golpes del destino,"Clint Eastwood (dir.), Hilary Swank, Clint Eastwood",8.090060566285107,2004,174,,/title/tt0405159/
5,La quimera del oro,"Charles Chaplin (dir.), Charles Chaplin, Mack Swain",8.088071194300305,1925,175,,/title/tt0015864/
1,Blade Runner,"Ridley Scott (dir.), Harrison Ford, Rutger Hauer",8.08711418693304,1982,176,,/title/tt0083658/
2,Atrápame si puedes,"Steven Spielberg (dir.), Leonardo DiCaprio, Tom Hanks",8.086066066659399,2002,177,,/title/tt0264464/
3,Nido de ratas,"Elia Kazan (dir.), Marlon Brando, Karl Malden",8.08461864776996,1954,178,,/title/tt0047296/
4,El tercer hombre,"Carol Reed (dir.), Orson Welles, Joseph Cotten",8.082700162900286,1949,179,,/title/tt0041959/
5,Los niños del cielo,"Majid Majidi (dir.), Mohammad Amir Naji, Amir Farrokh Hashemian",8.080641208673418,1997,180,,/title/tt0118849/
1,Ben-Hur,"William Wyler (dir.), Charlton Heston, Jack Hawkins",8.078776578847686,1959,181,,/title/tt0052618/
2,12 años esclavo,"Steve McQueen (dir.), Chiwetel Ejiofor, Michael Kenneth Williams",8.07809522645045,2013,182,,/title/tt2024544/
3,El general,"Clyde Bruckman (dir.), Buster Keaton, Marion Mack",8.07777415550474,1926,183,,/title/tt0017925/
4,Perdida,"David Fincher (dir.), Ben Affleck, Rosamund Pike",8.077318354760743,2014,184,,/title/tt2267998/
5,Las fresas silvestres,"Ingmar Bergman (dir.), Victor Sjöström, Bibi Andersson",8.077314774890066,1957,185,,/title/tt0050986/
1,Antes del amanecer,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.076508739632596,1995,186,,/title/tt0112471/
2,El francotirador,"Michael Cimino (dir.), Robert De Niro, Christopher Walken",8.07593416869988,1978,187,,/title/tt0077416/
3,Harry Potter y las reliquias de la muerte 2,"David Yates (dir.), Daniel Radcliffe, Emma Watson",8.075735109972044,2011,188,,/title/tt1201607/
4,En el nombre del padre,"Jim Sheridan (dir.), Daniel Day-Lewis, Pete Postlethwaite",8.074302511373759,1993,189,,/title/tt0107207/
5,El gran hotel Budapest,"Wes Anderson (dir.), Ralph Fiennes, F. Murray Abraham",8.072374971630294,2014,190,,/title/tt2278388/
1,Caballero sin espada,"Frank Capra (dir.), James Stewart, Jean Arthur",8.071312089074368,1939,191,,/title/tt0031679/
2,El salario del miedo,"Henri-Georges Clouzot (dir.), Yves Montand, Charles Vanel",8.070066518454079,1953,192,,/title/tt0046268/
3,Barry Lyndon,"Stanley Kubrick (dir.), Ryan O'Neal, Marisa Berenson",8.069421338195381,1975,193,,/title/tt0072684/
4,Sherlock Jr,"Buster Keaton (dir.), Buster Keaton, Kathryn McGuire",8.069268951587867,1924,194,,/title/tt0015324/
5,Salinui chueok,"Bong Joon Ho (dir.), Song Kang-ho, Kim Sang-kyung",8.068427829519335,2003,195,,/title/tt0353969/
1,Room,"Lenny Abrahamson (dir.), Brie Larson, Jacob Tremblay",8.067489111367733,2015,196,,/title/tt3170832/
2,Hasta el último hombre,"Mel Gibson (dir.), Andrew Garfield, Sam Worthington",8.067071465840778,2016,197,,/title/tt2119532/
3,Klaus,"Sergio Pablos (dir.), Jason Schwartzman, J.K. Simmons",8.066726603880504,2019,198,,/title/tt4729430/
4,El séptimo sello,"Ingmar Bergman (dir.), Max von Sydow, Gunnar Björnstrand",8.066241012714505,1957,199,,/title/tt0050976/
5,Relatos salvajes,"Damián Szifron (dir.), Darío Grandinetti, María Marull",8.06475001464663,2014,200,,/title/tt3011894/
1,Identidad peligrosa,"Joel Coen (dir.), Jeff Bridges, John Goodman",8.062840739185965,1998,201,,/title/tt0118715/
2,Cómo entrenar a tu dragón,"Dean DeBlois (dir.), Jay Baruchel, Gerard Butler",8.061988665999666,2010,202,,/title/tt0892769/
3,Mad Max: Furia en el camino,"George Miller (dir.), Tom Hardy, Charlize Theron",8.061705337888132,2015,203,,/title/tt1392190/
4,Mary and Max,"Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman",8.060314827903406,2009,204,,/title/tt0978762/
5,"Monsters, Inc","Pete Docter (dir.), Billy Crystal, John Goodman",8.05842969892359,2001,205,,/title/tt0198781/
1,Tiburón,"Steven Spielberg (dir.), Roy Scheider, Robert Shaw",8.057843208997369,1975,206,,/title/tt0073195/
2,La passion de Jeanne d'Arc,"Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain",8.055628012640742,1928,207,,/title/tt0019254/
3,Hotel Ruanda,"Terry George (dir.), Don Cheadle, Sophie Okonedo",8.05298555563975,2004,208,,/title/tt0395169/
4,La sociedad de los poetas muertos,"Peter Weir (dir.), Robin Williams, Robert Sean Leonard",8.052207153547156,1989,209,,/title/tt0097165/
5,Tôkyô monogatari,"Yasujirô Ozu (dir.), Chishû Ryû, Chieko Higashiyama",8.052016382786304,1953,210,,/title/tt0046438/
1,Pather Panchali,"Satyajit Ray (dir.), Kanu Bannerjee, Karuna Bannerjee",8.051795907431295,1955,211,,/title/tt0048473/
2,Pelotón,"Oliver Stone (dir.), Charlie Sheen, Tom Berenger",8.047365523887697,1986,212,,/title/tt0091763/
3,Rocky,"John G. Avildsen (dir.), Sylvester Stallone, Talia Shire",8.04735488604933,1976,213,,/title/tt0075148/
4,Contra lo imposible,"James Mangold (dir.), Matt Damon, Christian Bale",8.045666531203668,2019,214,,/title/tt1950186/
5,Cuenta conmigo,"Rob Reiner (dir.), Wil Wheaton, River Phoenix",8.042345277047607,1986,215,,/title/tt0092005/
1,Terminator,"James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton",8.041464439401855,1984,216,,/title/tt0088247/
2,En primera plana,"Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton",8.039372568033555,2015,217,,/title/tt1895587/
3,Rush: Pasión y gloria,"Ron Howard (dir.), Daniel Brühl, Chris Hemsworth",8.039309373678412,2013,218,,/title/tt1979320/
4,Camino salvaje,"Sean Penn (dir.), Emile Hirsch, Vince Vaughn",8.03756119757801,2007,219,,/title/tt0758758/
5,Poder que mata,"Sidney Lumet (dir.), Faye Dunaway, William Holden",8.037223593354616,1976,220,,/title/tt0074958/
1,El mago de Oz,"Victor Fleming (dir.), Judy Garland, Frank Morgan",8.036107447980616,1939,221,,/title/tt0032138/
2,Logan: Wolverine,"James Mangold (dir.), Hugh Jackman, Patrick Stewart",8.035394778167499,2017,222,,/title/tt3315342/
3,Hechizo del tiempo,"Harold Ramis (dir.), Bill Murray, Andie MacDowell",8.032596273914724,1993,223,,/title/tt0107048/
4,Ratatouille,"Brad Bird (dir.), Brad Garrett, Lou Romano",8.031780818733314,2007,224,,/title/tt0382932/
5,El exorcista,"William Friedkin (dir.), Ellen Burstyn, Max von Sydow",8.028419875673231,1973,225,,/title/tt0070047/
1,Antes del atardecer,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.02824629595974,2004,226,,/title/tt0381681/
2,Lo mejor de nuestra vida,"William Wyler (dir.), Myrna Loy, Dana Andrews",8.026199590364218,1946,227,,/title/tt0036868/
3,Los increíbles,"Brad Bird (dir.), Craig T. Nelson, Samuel L. Jackson",8.025476456209647,2004,228,,/title/tt0317705/
4,Ser o no ser,"Ernst Lubitsch (dir.), Carole Lombard, Jack Benny",8.025033889000854,1942,229,,/title/tt0035446/
5,La batalla de Argel,"Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin",8.022690161737831,1966,230,,/title/tt0058946/
1,"Rebeca, una mujer inolvidable","Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine",8.022682160085864,1940,231,,/title/tt0032976/
2,Viacrucis,"John Ford (dir.), Henry Fonda, Jane Darwell",8.022581873962189,1940,232,,/title/tt0032551/
3,Siempre a tu lado,"Lasse Hallström (dir.), Richard Gere, Joan Allen",8.021684194331677,2009,233,,/title/tt1028532/
4,La leyenda del indomable,"Stuart Rosenberg (dir.), Paul Newman, George Kennedy",8.021500245414884,1967,234,,/title/tt0061512/
5,Amores perros,"Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal",8.02093576375086,2000,235,,/title/tt0245712/
1,Piratas del Caribe - La maldición del Perla Negra,"Gore Verbinski (dir.), Johnny Depp, Geoffrey Rush",8.018666084822136,2003,236,,/title/tt0325980/
2,Los 400 golpes,"François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy",8.016465811075113,1959,237,,/title/tt0053198/
3,La haine,"Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé",8.016070019818102,1995,238,,/title/tt0113247/
4,El pecado compartido,"Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann",8.015823119937453,1966,239,,/title/tt0060827/
